time,vwretd,sprtrn,spindx
2022/11/21,-0.004588,-0.003884,3949.94
2022/11/22,0.013241,0.01358,4003.58
2022/11/23,0.005918,0.005915,4027.26
2022/11/25,0.000406,-0.000283,4026.12
2022/11/28,-0.015647,-0.015444,3963.94
2022/11/29,-0.000744,-0.001592,3957.63
2022/11/30,0.029413,0.030948,4080.11
2022/12/1,0.000229,-0.000868,4076.57
2022/12/2,-0.000581,-0.001195,4071.7
2022/12/5,-0.019456,-0.017894,3998.84
2022/12/6,-0.014051,-0.014399,3941.26
2022/12/7,-0.001929,-0.001862,3933.92
2022/12/8,0.007368,0.007522,3963.51
2022/12/9,-0.007468,-0.00735,3934.38
2022/12/12,0.013023,0.014279,3990.56
2022/12/13,0.007299,0.00729,4019.65
2022/12/14,-0.005473,-0.006053,3995.32
2022/12/15,-0.024078,-0.024922,3895.75
2022/12/16,-0.010349,-0.011138,3852.36
2022/12/19,-0.009614,-0.009008,3817.66
2022/12/20,0.001879,0.001037,3821.62
2022/12/21,0.014642,0.014868,3878.44
2022/12/22,-0.014002,-0.014452,3822.39
2022/12/23,0.005465,0.005868,3844.82
2022/12/27,-0.00393,-0.00405,3829.25
2022/12/28,-0.012364,-0.012021,3783.22
2022/12/29,0.018339,0.017461,3849.28
2022/12/30,-0.002451,-0.002541,3839.5
2023/1/3,-0.003934,-0.004001,3824.14
2023/1/4,0.009553,0.007539,3852.97
2023/1/5,-0.01097,-0.011646,3808.1
2023/1/6,0.022257,0.022841,3895.08
2023/1/9,0.001059,-0.000768,3892.09
2023/1/10,0.007317,0.006978,3919.25
2023/1/11,0.012571,0.012849,3969.61
2023/1/12,0.005718,0.003416,3983.17
2023/1/13,0.004322,0.003997,3999.09
2023/1/17,-0.001146,-0.00203,3990.97
2023/1/18,-0.014241,-0.015563,3928.86
2023/1/19,-0.007486,-0.007638,3898.85
2023/1/20,0.018067,0.018918,3972.61
2023/1/23,0.011763,0.011881,4019.81
2023/1/24,-0.001146,-0.000712,4016.95
2023/1/25,0.000339,-0.000182,4016.22
2023/1/26,0.010381,0.011008,4060.43
2023/1/27,0.003473,0.002495,4070.56
2023/1/30,-0.012975,-0.012969,4017.77
2023/1/31,0.01555,0.014642,4076.6
2023/2/1,0.011137,0.010452,4119.21
2023/2/2,0.013799,0.014699,4179.76
2023/2/3,-0.010632,-0.010355,4136.48
2023/2/6,-0.007223,-0.00614,4111.08
2023/2/7,0.011465,0.012873,4164
2023/2/8,-0.010374,-0.011081,4117.86
2023/2/9,-0.008851,-0.00883,4081.5
2023/2/10,0.001496,0.002195,4090.46
2023/2/13,0.010859,0.011449,4137.29
2023/2/14,0.000941,-0.00028,4136.13
2023/2/15,0.004435,0.002773,4147.6
2023/2/16,-0.012705,-0.013789,4090.41
2023/2/17,-0.002933,-0.002767,4079.09
2023/2/21,-0.020457,-0.020041,3997.34
2023/2/22,-0.000607,-0.001574,3991.05
2023/2/23,0.004871,0.005329,4012.32
2023/2/24,-0.01016,-0.010538,3970.04
2023/2/27,0.003327,0.003073,3982.24
2023/2/28,-0.002576,-0.003036,3970.15
2023/3/1,-0.003159,-0.004725,3951.39
2023/3/2,0.006503,0.007582,3981.35
2023/3/3,0.015546,0.016148,4045.64
2023/3/6,-0.001751,0.000687,4048.42
2023/3/7,-0.014599,-0.015327,3986.37
2023/3/8,0.00127,0.001415,3992.01
2023/3/9,-0.019276,-0.018459,3918.32
2023/3/10,-0.016483,-0.014478,3861.59
2023/3/13,-0.003098,-0.00151,3855.76
2023/3/14,0.015863,0.016477,3919.29
2023/3/15,-0.009262,-0.006981,3891.93
2023/3/16,0.016293,0.017562,3960.28
2023/3/17,-0.012043,-0.011019,3916.64
2023/3/20,0.008716,0.008918,3951.57
2023/3/21,0.013857,0.012982,4002.87
2023/3/22,-0.01642,-0.016463,3936.97
2023/3/23,0.001793,0.002985,3948.72
2023/3/24,0.004737,0.00564,3970.99
2023/3/27,0.003207,0.001647,3977.53
2023/3/28,-0.000817,-0.001574,3971.27
2023/3/29,0.013802,0.014237,4027.81
2023/3/30,0.005538,0.005715,4050.83
2023/3/31,0.014614,0.014437,4109.31
2023/4/3,0.003122,0.003699,4124.51
2023/4/4,-0.006606,-0.005797,4100.6
2023/4/5,-0.004045,-0.002492,4090.38
2023/4/6,0.003105,0.003579,4105.02
2023/4/10,0.002154,0.000996,4109.11
2023/4/11,0.001796,-0.000041,4108.94
2023/4/12,-0.003977,-0.004135,4091.95
2023/4/13,0.012827,0.013263,4146.22
2023/4/14,-0.00272,-0.002069,4137.64
2023/4/17,0.003645,0.003306,4151.32
2023/4/18,0.000652,0.000855,4154.87
2023/4/19,-0.000454,-0.000084,4154.52
2023/4/20,-0.005743,-0.005953,4129.79
2023/4/21,0.000615,0.000903,4133.52
2023/4/24,0.00038,0.000852,4137.04
2023/4/25,-0.016696,-0.015811,4071.63
2023/4/26,-0.004091,-0.003841,4055.99
2023/4/27,0.017335,0.019566,4135.35
2023/4/28,0.008072,0.008253,4169.48
2023/5/1,-0.000652,-0.000386,4167.87
2023/5/2,-0.01226,-0.011586,4119.58
2023/5/3,-0.005189,-0.006998,4090.75
2023/5/4,-0.006837,-0.007219,4061.22
2023/5/5,0.018739,0.018475,4136.25
2023/5/8,0.000849,0.000452,4138.12
2023/5/9,-0.003907,-0.004579,4119.17
2023/5/10,0.004086,0.004484,4137.64
2023/5/11,-0.002566,-0.001697,4130.62
2023/5/12,-0.001936,-0.001583,4124.08
2023/5/15,0.005045,0.002958,4136.28
2023/5/16,-0.008106,-0.006378,4109.9
2023/5/17,0.012328,0.011891,4158.77
2023/5/18,0.008474,0.009445,4198.05
2023/5/19,-0.00186,-0.001446,4191.98
2023/5/22,0.001904,0.000155,4192.63
2023/5/23,-0.010454,-0.011222,4145.58
2023/5/24,-0.008,-0.007319,4115.24
2023/5/25,0.00495,0.008758,4151.28
2023/5/26,0.012609,0.013049,4205.45
2023/5/30,-0.000231,0.000017,4205.52
2023/5/31,-0.005725,-0.006109,4179.83
2023/6/1,0.010187,0.009854,4221.02
2023/6/2,0.016242,0.014534,4282.37
2023/6/5,-0.002797,-0.002004,4273.79
2023/6/6,0.005198,0.002354,4283.85
2023/6/7,-0.002027,-0.003812,4267.52
2023/6/8,0.00521,0.006189,4293.93
2023/6/9,0.000099,0.001148,4298.86
2023/6/12,0.00852,0.009321,4338.93
2023/6/13,0.007513,0.006932,4369.01
2023/6/14,0.000057,0.000819,4372.59
2023/6/15,0.011708,0.012178,4425.84
2023/6/16,-0.003787,-0.003672,4409.59
2023/6/20,-0.005432,-0.004735,4388.71
2023/6/21,-0.004712,-0.005245,4365.69
2023/6/22,0.001811,0.003711,4381.89
2023/6/23,-0.008474,-0.007659,4348.33
2023/6/26,-0.00269,-0.004487,4328.82
2023/6/27,0.011635,0.011456,4378.41
2023/6/28,0.000529,-0.000354,4376.86
2023/6/29,0.004747,0.004474,4396.44
2023/6/30,0.011089,0.012269,4450.38
2023/7/3,0.002106,0.001171,4455.59
2023/7/5,-0.003315,-0.001968,4446.82
2023/7/6,-0.009671,-0.007923,4411.59
2023/7/7,0.000005,-0.002865,4398.95
2023/7/10,0.004152,0.002405,4409.53
2023/7/11,0.007743,0.006742,4439.26
2023/7/12,0.007995,0.007411,4472.16
2023/7/13,0.009335,0.00847,4510.04
2023/7/14,-0.002946,-0.001024,4505.42
2023/7/17,0.004498,0.003855,4522.79
2023/7/18,0.007299,0.007117,4554.98
2023/7/19,0.002571,0.002358,4565.72
2023/7/20,-0.007185,-0.006757,4534.87
2023/7/21,0.000069,0.000324,4536.34
2023/7/24,0.003274,0.004034,4554.64
2023/7/25,0.002308,0.002815,4567.46
2023/7/26,0.0008,-0.000155,4566.75
2023/7/27,-0.007486,-0.006425,4537.41
2023/7/28,0.010607,0.009878,4582.23
2023/7/31,0.003173,0.001469,4588.96
2023/8/1,-0.003671,-0.002665,4576.73
2023/8/2,-0.014385,-0.01384,4513.39
2023/8/3,-0.00237,-0.002548,4501.89
2023/8/4,-0.004195,-0.0053,4478.03
2023/8/7,0.007546,0.009024,4518.44
2023/8/8,-0.004756,-0.004218,4499.38
2023/8/9,-0.006457,-0.007039,4467.71
2023/8/10,0.000093,0.000251,4468.83
2023/8/11,-0.000907,-0.00107,4464.05
2023/8/14,0.004055,0.00575,4489.72
2023/8/15,-0.011781,-0.011551,4437.86
2023/8/16,-0.00789,-0.007555,4404.33
2023/8/17,-0.008395,-0.007713,4370.36
2023/8/18,0.000602,-0.000149,4369.71
2023/8/21,0.00554,0.006879,4399.77
2023/8/22,-0.001892,-0.002777,4387.55
2023/8/23,0.011033,0.011045,4436.01
2023/8/24,-0.012548,-0.013458,4376.31
2023/8/25,0.007025,0.006718,4405.71
2023/8/28,0.007093,0.006265,4433.31
2023/8/29,0.013164,0.014508,4497.63
2023/8/30,0.003824,0.003833,4514.87
2023/8/31,-0.001065,-0.001597,4507.66
2023/9/1,0.002776,0.001799,4515.77
2023/9/5,-0.006126,-0.004194,4496.83
2023/9/6,-0.006391,-0.006972,4465.48
2023/9/7,-0.003838,-0.003211,4451.14
2023/9/8,0.001012,0.001427,4457.49
2023/9/11,0.006483,0.006723,4487.46
2023/9/12,-0.004766,-0.005696,4461.9
2023/9/13,0.000004,0.001242,4467.44
2023/9/14,0.008997,0.00843,4505.1
2023/9/15,-0.010526,-0.01216,4450.32
2023/9/18,-0.000426,0.000721,4453.53
2023/9/19,-0.002634,-0.002151,4443.95
2023/9/20,-0.008244,-0.009395,4402.2
2023/9/21,-0.016904,-0.016401,4330
2023/9/22,-0.001881,-0.002296,4320.06
2023/9/25,0.003394,0.004023,4337.44
2023/9/26,-0.014143,-0.014735,4273.53
2023/9/27,0.00106,0.000229,4274.51
2023/9/28,0.006628,0.005893,4299.7
2023/9/29,-0.002634,-0.00271,4288.05
2023/10/2,-0.003498,0.000079,4288.39
2023/10/3,-0.014349,-0.013744,4229.45
2023/10/4,0.007074,0.00811,4263.75
2023/10/5,-0.000735,-0.001304,4258.19
2023/10/6,0.011482,0.011815,4308.5
2023/10/9,0.006119,0.006304,4335.66
2023/10/10,0.00647,0.005208,4358.24
2023/10/11,0.003842,0.004293,4376.95
2023/10/12,-0.008455,-0.006246,4349.61
2023/10/13,-0.005077,-0.005019,4327.78
2023/10/16,0.010957,0.010594,4373.63
2023/10/17,0.001091,-0.000098,4373.2
2023/10/18,-0.014619,-0.0134,4314.6
2023/10/19,-0.00918,-0.008483,4278
2023/10/20,-0.012192,-0.012585,4224.16
2023/10/23,-0.002426,-0.001686,4217.04
2023/10/24,0.006949,0.007266,4247.68
2023/10/25,-0.014673,-0.01434,4186.77
2023/10/26,-0.009124,-0.011833,4137.23
2023/10/27,-0.005494,-0.0048,4117.37
2023/10/30,0.010716,0.01201,4166.82
2023/10/31,0.006298,0.006475,4193.8
2023/11/1,0.009644,0.010506,4237.86
2023/11/2,0.020161,0.018859,4317.78
2023/11/3,0.011696,0.009394,4358.34
2023/11/6,-0.000779,0.001753,4365.98
2023/11/7,0.002356,0.00284,4378.38
2023/11/8,-0.00041,0.001005,4382.78
2023/11/9,-0.008443,-0.008084,4347.35
2023/11/10,0.013967,0.015616,4415.24
2023/11/13,-0.00033,-0.000836,4411.55
2023/11/14,0.022835,0.019075,4495.7
2023/11/15,0.001954,0.001597,4502.88
2023/11/16,-0.001165,0.00119,4508.24
2023/11/17,0.00333,0.001282,4514.02
2023/11/20,0.007017,0.00739,4547.38
2023/11/21,-0.002976,-0.002021,4538.19
2023/11/22,0.004067,0.004061,4556.62
2023/11/24,0.001708,0.000597,4559.34
2023/11/27,-0.001845,-0.001954,4550.43
2023/11/28,0.000919,0.00098,4554.89
2023/11/29,0.001088,-0.000946,4550.58
2023/11/30,0.003964,0.003784,4567.8
2023/12/1,0.009185,0.005874,4594.63
2023/12/4,-0.00391,-0.005409,4569.78
2023/12/5,-0.002314,-0.000569,4567.18
2023/12/6,-0.003536,-0.003906,4549.34
2023/12/7,0.007286,0.007968,4585.59
2023/12/8,0.004188,0.004095,4604.37
2023/12/11,0.003614,0.003924,4622.44
2023/12/12,0.003096,0.004599,4643.7
2023/12/13,0.016198,0.013651,4707.09
2023/12/14,0.006922,0.002647,4719.55
2023/12/15,-0.001601,-0.000076,4719.19
2023/12/18,0.003845,0.004528,4740.56
2023/12/19,0.007719,0.005866,4768.37
2023/12/20,-0.01479,-0.014684,4698.35
2023/12/21,0.011208,0.010301,4746.75
2023/12/22,0.00244,0.00166,4754.63
2023/12/26,0.005218,0.004232,4774.75
2023/12/27,0.001995,0.00143,4781.58
2023/12/28,-0.000108,0.00037,4783.35
2023/12/29,-0.004045,-0.002826,4769.83
