time,Mkt-RF,RF
20180813,-0.46,0.007
20180814,0.69,0.007
20180815,-0.91,0.007
20180816,0.86,0.007
20180817,0.3,0.007
20180820,0.25,0.007
20180821,0.33,0.007
20180822,0.05,0.007
20180823,-0.19,0.007
20180824,0.62,0.007
20180827,0.74,0.007
20180828,-0.01,0.007
20180829,0.56,0.007
20180830,-0.41,0.007
20180831,0.08,0.007
20180904,-0.11,0.008
20180905,-0.41,0.008
20180906,-0.44,0.008
20180907,-0.18,0.008
20180910,0.23,0.008
20180911,0.37,0.008
20180912,0.03,0.008
20180913,0.45,0.008
20180914,0.12,0.008
20180917,-0.71,0.008
20180918,0.57,0.008
20180919,0.06,0.008
20180920,0.77,0.008
20180921,-0.13,0.008
20180924,-0.31,0.008
20180925,-0.05,0.008
20180926,-0.4,0.008
20180927,0.27,0.008
20180928,-0.03,0.008
20181001,0.16,0.008
20181002,-0.21,0.008
20181003,0.2,0.008
20181004,-0.93,0.008
20181005,-0.64,0.008
20181008,-0.17,0.008
20181009,-0.18,0.008
20181010,-3.33,0.008
20181011,-1.96,0.008
20181012,1.38,0.008
20181015,-0.48,0.008
20181016,2.24,0.008
20181017,-0.08,0.008
20181018,-1.54,0.008
20181019,-0.25,0.008
20181022,-0.38,0.008
20181023,-0.62,0.008
20181024,-3.33,0.008
20181025,1.93,0.008
20181026,-1.65,0.008
20181029,-0.77,0.008
20181030,1.66,0.008
20181031,1.22,0.008
20181101,1.29,0.008
20181102,-0.53,0.008
20181105,0.4,0.008
20181106,0.58,0.008
20181107,2.11,0.008
20181108,-0.28,0.008
20181109,-1.04,0.008
20181112,-2.06,0.008
20181113,-0.13,0.008
20181114,-0.77,0.008
20181115,1.18,0.008
20181116,0.15,0.008
20181119,-1.88,0.008
20181120,-1.85,0.008
20181121,0.51,0.008
20181123,-0.55,0.008
20181126,1.62,0.008
20181127,0.11,0.008
20181128,2.42,0.008
20181129,-0.22,0.008
20181130,0.78,0.008
20181203,1.13,0.011
20181204,-3.45,0.011
20181206,-0.16,0.011
20181207,-2.36,0.011
20181210,0.1,0.011
20181211,-0.08,0.011
20181212,0.68,0.011
20181213,-0.26,0.011
20181214,-1.89,0.011
20181217,-2.14,0.011
20181218,-0.03,0.011
20181219,-1.58,0.011
20181220,-1.62,0.011
20181221,-2.17,0.011
20181224,-2.55,0.011
20181226,5.06,0.011
20181227,0.78,0.011
20181228,-0.03,0.011
20181231,0.9,0.011
20190102,0.23,0.01
20190103,-2.45,0.01
20190104,3.55,0.01
20190107,0.94,0.01
20190108,1.01,0.01
20190109,0.56,0.01
20190110,0.42,0.01
20190111,-0.01,0.01
20190114,-0.6,0.01
20190115,1.06,0.01
20190116,0.28,0.01
20190117,0.75,0.01
20190118,1.29,0.01
20190122,-1.53,0.01
20190123,0.15,0.01
20190124,0.23,0.01
20190125,0.9,0.01
20190128,-0.8,0.01
20190129,-0.19,0.01
20190130,1.51,0.01
20190131,0.92,0.01
20190201,0.14,0.01
20190204,0.72,0.01
20190205,0.43,0.01
20190206,-0.22,0.01
20190207,-0.93,0.01
20190208,0.09,0.01
20190211,0.14,0.01
20190212,1.36,0.01
20190213,0.28,0.01
20190214,-0.21,0.01
20190215,1.13,0.01
20190219,0.19,0.01
20190220,0.19,0.01
20190221,-0.37,0.01
20190222,0.65,0.01
20190225,0.15,0.01
20190226,-0.16,0.01
20190227,0.09,0.01
20190228,-0.31,0.01
20190301,0.72,0.009
20190304,-0.52,0.009
20190305,-0.17,0.009
20190306,-0.84,0.009
20190307,-0.82,0.009
20190308,-0.22,0.009
20190311,1.49,0.009
20190312,0.25,0.009
20190313,0.68,0.009
20190314,-0.1,0.009
20190315,0.48,0.009
20190318,0.46,0.009
20190319,-0.09,0.009
20190320,-0.39,0.009
20190321,1.11,0.009
20190322,-2.17,0.009
20190325,-0.05,0.009
20190326,0.76,0.009
20190327,-0.5,0.009
20190328,0.4,0.009
20190329,0.66,0.009
20190401,1.19,0.01
20190402,-0.05,0.01
20190403,0.27,0.01
20190404,0.19,0.01
20190405,0.52,0.01
20190408,0.08,0.01
20190409,-0.65,0.01
20190410,0.48,0.01
20190411,0,0.01
20190412,0.65,0.01
20190415,-0.09,0.01
20190416,0.13,0.01
20190417,-0.32,0.01
20190418,0.11,0.01
20190422,0.11,0.01
20190423,0.97,0.01
20190424,-0.23,0.01
20190425,-0.14,0.01
20190426,0.53,0.01
20190429,0.18,0.01
20190430,-0.04,0.01
20190501,-0.83,0.009
20190502,-0.16,0.009
20190503,1.13,0.009
20190506,-0.39,0.009
20190507,-1.69,0.009
20190508,-0.22,0.009
20190509,-0.28,0.009
20190510,0.35,0.009
20190513,-2.67,0.009
20190514,0.93,0.009
20190515,0.58,0.009
20190516,0.91,0.009
20190517,-0.73,0.009
20190520,-0.65,0.009
20190521,0.9,0.009
20190522,-0.4,0.009
20190523,-1.37,0.009
20190524,0.23,0.009
20190528,-0.78,0.009
20190529,-0.71,0.009
20190530,0.14,0.009
20190531,-1.37,0.009
20190603,-0.4,0.009
20190604,2.33,0.009
20190605,0.7,0.009
20190606,0.55,0.009
20190607,1.04,0.009
20190610,0.53,0.009
20190611,-0.12,0.009
20190612,-0.2,0.009
20190613,0.52,0.009
20190614,-0.27,0.009
20190617,0.15,0.009
20190618,1.04,0.009
20190619,0.32,0.009
20190620,0.89,0.009
20190621,-0.21,0.009
20190624,-0.34,0.009
20190625,-0.98,0.009
20190626,-0.06,0.009
20190627,0.59,0.009
20190628,0.68,0.009
20190701,0.75,0.009
20190702,0.14,0.009
20190703,0.78,0.009
20190705,-0.1,0.009
20190708,-0.58,0.009
20190709,0.18,0.009
20190710,0.4,0.009
20190711,0.19,0.009
20190712,0.53,0.009
20190715,-0.04,0.009
20190716,-0.32,0.009
20190717,-0.64,0.009
20190718,0.35,0.009
20190719,-0.56,0.009
20190722,0.25,0.009
20190723,0.65,0.009
20190724,0.66,0.009
20190725,-0.63,0.009
20190726,0.82,0.009
20190729,-0.32,0.009
20190730,-0.17,0.009
20190731,-1.09,0.009
20190801,-1.04,0.007
20190802,-0.87,0.007
20190805,-3.07,0.007
20190806,1.29,0.007
20190807,0.07,0.007
20190808,1.97,0.007
20190809,-0.78,0.007
20190812,-1.32,0.007
20190813,1.47,0.007
20190814,-2.95,0.007
20190815,0.16,0.007
20190816,1.55,0.007
20190819,1.14,0.007
20190820,-0.75,0.007
20190821,0.85,0.007
20190822,-0.1,0.007
20190823,-2.66,0.007
20190826,1.08,0.007
20190827,-0.46,0.007
20190828,0.68,0.007
20190829,1.35,0.007
20190830,0.03,0.007
20190903,-0.87,0.009
20190904,1.08,0.009
20190905,1.42,0.009
20190906,-0.02,0.009
20190909,0.07,0.009
20190910,0.17,0.009
20190911,0.88,0.009
20190912,0.22,0.009
20190913,-0.01,0.009
20190916,-0.23,0.009
20190917,0.17,0.009
20190918,-0.05,0.009
20190919,-0.05,0.009
20190920,-0.48,0.009
20190923,-0.02,0.009
20190924,-1.01,0.009
20190925,0.69,0.009
20190926,-0.41,0.009
20190927,-0.62,0.009
20190930,0.5,0.009
20191001,-1.31,0.007
20191002,-1.73,0.007
20191003,0.8,0.007
20191004,1.39,0.007
20191007,-0.41,0.007
20191008,-1.61,0.007
20191009,0.92,0.007
20191010,0.59,0.007
20191011,1.23,0.007
20191014,-0.18,0.007
20191015,1.03,0.007
20191016,-0.24,0.007
20191017,0.37,0.007
20191018,-0.49,0.007
20191021,0.71,0.007
20191022,-0.34,0.007
20191023,0.25,0.007
20191024,0.25,0.007
20191025,0.51,0.007
20191028,0.62,0.007
20191029,-0.13,0.007
20191030,0.27,0.007
20191031,-0.38,0.007
20191101,1.08,0.006
20191104,0.4,0.006
20191105,-0.03,0.006
20191106,-0.05,0.006
20191107,0.38,0.006
20191108,0.31,0.006
20191111,-0.19,0.006
20191112,0.16,0.006
20191113,0.01,0.006
20191114,0.07,0.006
20191115,0.74,0.006
20191118,0.02,0.006
20191119,0.02,0.006
20191120,-0.33,0.006
20191121,-0.14,0.006
20191122,0.24,0.006
20191125,0.92,0.006
20191126,0.19,0.006
20191127,0.44,0.006
20191129,-0.42,0.006
20191202,-0.87,0.007
20191203,-0.66,0.007
20191204,0.6,0.007
20191205,0.13,0.007
20191206,0.91,0.007
20191209,-0.33,0.007
20191210,-0.08,0.007
20191211,0.28,0.007
20191212,0.9,0.007
20191213,-0.03,0.007
20191216,0.74,0.007
20191217,0.1,0.007
20191218,-0.05,0.007
20191219,0.43,0.007
20191220,0.48,0.007
20191223,0.1,0.007
20191224,0.01,0.007
20191226,0.48,0.007
20191227,-0.1,0.007
20191230,-0.57,0.007
20191231,0.28,0.007
20200102,0.86,0.006
20200103,-0.67,0.006
20200106,0.36,0.006
20200107,-0.19,0.006
20200108,0.47,0.006
20200109,0.65,0.006
20200110,-0.34,0.006
20200113,0.73,0.006
20200114,-0.06,0.006
20200115,0.16,0.006
20200116,0.88,0.006
20200117,0.28,0.006
20200121,-0.32,0.006
20200122,0.08,0.006
20200123,0.07,0.006
20200124,-0.97,0.006
20200127,-1.56,0.006
20200128,1.02,0.006
20200129,-0.11,0.006
20200130,0.34,0.006
20200131,-1.74,0.006
20200203,0.84,0.006
20200204,1.57,0.006
20200205,0.97,0.006
20200206,0.27,0.006
20200207,-0.55,0.006
20200210,0.73,0.006
20200211,0.28,0.006
20200212,0.66,0.006
20200213,-0.09,0.006
20200214,0.15,0.006
20200218,-0.19,0.006
20200219,0.6,0.006
20200220,-0.35,0.006
20200221,-1.12,0.006
20200224,-3.39,0.006
20200225,-3.09,0.006
20200226,-0.53,0.006
20200227,-4.22,0.006
20200228,-0.78,0.006
20200302,4.31,0.006
20200303,-2.79,0.006
20200304,4.03,0.006
20200305,-3.38,0.006
20200306,-1.78,0.006
20200309,-7.79,0.006
20200310,4.74,0.006
20200311,-5.05,0.006
20200312,-9.63,0.006
20200313,8.96,0.006
20200316,-12,0.006
20200317,5.87,0.006
20200318,-5.56,0.006
20200319,1.31,0.006
20200320,-4.15,0.006
20200323,-2.55,0.006
20200324,9.34,0.006
20200325,1.18,0.006
20200326,6.02,0.006
20200327,-3.48,0.006
20200330,3.16,0.006
20200331,-1.44,0.006
20200401,-4.5,0
20200402,2.1,0
20200403,-1.64,0
20200406,7.06,0
20200407,-0.11,0
20200408,3.4,0
20200409,1.59,0
20200413,-0.92,0
20200414,3.02,0
20200415,-2.15,0
20200416,0.62,0
20200417,2.72,0
20200420,-1.56,0
20200421,-3.08,0
20200422,2.31,0
20200423,0.13,0
20200424,1.44,0
20200427,1.73,0
20200428,-0.45,0
20200429,2.92,0
20200430,-1.18,0
20200501,-2.91,0
20200504,0.54,0
20200505,0.95,0
20200506,-0.52,0
20200507,1.33,0
20200508,1.9,0
20200511,0.07,0
20200512,-2.06,0
20200513,-1.89,0
20200514,1.14,0
20200515,0.57,0
20200518,3.24,0
20200519,-1.01,0
20200520,1.8,0
20200521,-0.7,0
20200522,0.27,0
20200526,1.23,0
20200527,1.54,0
20200528,-0.41,0
20200529,0.6,0
20200601,0.52,0
20200602,0.81,0
20200603,1.41,0
20200604,-0.34,0
20200605,2.5,0
20200608,1.39,0
20200609,-0.85,0
20200610,-0.56,0
20200611,-5.91,0
20200612,1.29,0
20200615,1.1,0
20200616,1.87,0
20200617,-0.4,0
20200618,0.19,0
20200619,-0.45,0
20200622,0.71,0
20200623,0.42,0
20200624,-2.61,0
20200625,1.12,0
20200626,-2.44,0
20200629,1.51,0
20200630,1.58,0
20200701,0.41,0.001
20200702,0.5,0.001
20200706,1.65,0.001
20200707,-1.03,0.001
20200708,0.91,0.001
20200709,-0.53,0.001
20200710,1.11,0.001
20200713,-1.2,0.001
20200714,1.35,0.001
20200715,1.14,0.001
20200716,-0.37,0.001
20200717,0.3,0.001
20200720,1.01,0.001
20200721,0.16,0.001
20200722,0.49,0.001
20200723,-1.2,0.001
20200724,-0.75,0.001
20200727,0.88,0.001
20200728,-0.81,0.001
20200729,1.35,0.001
20200730,-0.29,0.001
20200731,0.61,0.001
20200803,0.98,0
20200804,0.37,0
20200805,0.78,0
20200806,0.53,0
20200807,0.02,0
20200810,0.24,0
20200811,-0.83,0
20200812,1.4,0
20200813,-0.01,0
20200814,-0.04,0
20200817,0.45,0
20200818,0.22,0
20200819,-0.38,0
20200820,0.31,0
20200821,0.25,0
20200824,0.92,0
20200825,0.36,0
20200826,1,0
20200827,0.18,0
20200828,0.7,0
20200831,-0.04,0
20200901,0.92,0
20200902,1.27,0
20200903,-3.7,0
20200904,-0.87,0
20200908,-2.91,0
20200909,2.07,0
20200910,-1.64,0
20200911,-0.06,0
20200914,1.59,0
20200915,0.57,0
20200916,-0.39,0
20200917,-0.85,0
20200918,-0.88,0
20200921,-1.08,0
20200922,1.02,0
20200923,-2.48,0
20200924,0.25,0
20200925,1.72,0
20200928,1.66,0
20200929,-0.42,0
20200930,0.79,0
20201001,0.79,0
20201002,-0.96,0
20201005,1.93,0
20201006,-1.28,0
20201007,1.84,0
20201008,0.8,0
20201009,0.92,0
20201012,1.53,0
20201013,-0.41,0
20201014,-0.65,0
20201015,-0.08,0
20201016,-0.06,0
20201019,-1.53,0
20201020,0.34,0
20201021,-0.36,0
20201022,0.67,0
20201023,0.38,0
20201026,-1.85,0
20201027,-0.23,0
20201028,-3.41,0
20201029,1.13,0
20201030,-1.45,0
20201102,1.17,0
20201103,1.93,0
20201104,2.25,0
20201105,2.13,0
20201106,0.01,0
20201109,0.87,0
20201110,-0.17,0
20201111,0.88,0
20201112,-0.94,0
20201113,1.31,0
20201116,1.22,0
20201117,-0.19,0
20201118,-0.93,0
20201119,0.59,0
20201120,-0.51,0
20201123,0.83,0
20201124,1.56,0
20201125,0.03,0
20201127,0.43,0
20201130,-0.53,0
20201201,0.98,0
20201202,0.11,0
20201203,0.18,0
20201204,1.02,0
20201207,0.03,0
20201208,0.47,0
20201209,-1.03,0
20201210,0.24,0
20201211,-0.2,0
20201214,-0.28,0
20201215,1.28,0
20201216,0.17,0
20201217,0.79,0
20201218,-0.12,0
20201221,-0.23,0
20201222,0.06,0
20201223,0.1,0
20201224,0.21,0
20201228,0.46,0
20201229,-0.4,0
20201230,0.27,0
20201231,0.39,0
20210104,-1.41,0
20210105,0.86,0
20210106,0.79,0
20210107,1.76,0
20210108,0.51,0
20210111,-0.52,0
20210112,0.38,0
20210113,0.07,0
20210114,-0.11,0
20210115,-0.86,0
20210119,0.92,0
20210120,1.26,0
20210121,-0.04,0
20210122,-0.07,0
20210125,0.29,0
20210126,-0.32,0
20210127,-2.53,0
20210128,0.92,0
20210129,-1.84,0
20210201,1.73,0
20210202,1.48,0
20210203,0.16,0
20210204,1.23,0
20210205,0.57,0
20210208,0.96,0
20210209,0.05,0
20210210,-0.08,0
20210211,0.19,0
20210212,0.49,0
20210216,-0.14,0
20210217,-0.21,0
20210218,-0.64,0
20210219,0.16,0
20210222,-1.13,0
20210223,-0.15,0
20210224,1.15,0
20210225,-2.74,0
20210226,-0.28,0
20210301,2.63,0
20210302,-1.05,0
20210303,-1.57,0
20210304,-1.7,0
20210305,1.85,0
20210308,-0.67,0
20210309,1.79,0
20210310,0.68,0
20210311,1.43,0
20210312,0.1,0
20210315,0.7,0
20210316,-0.43,0
20210317,0.33,0
20210318,-1.88,0
20210319,0.25,0
20210322,0.55,0
20210323,-1.17,0
20210324,-1,0
20210325,0.67,0
20210326,1.55,0
20210329,-0.49,0
20210330,-0.02,0
20210331,0.63,0
20210401,1.27,0
20210405,1.27,0
20210406,0.01,0
20210407,-0.12,0
20210408,0.62,0
20210409,0.65,0
20210412,-0.05,0
20210413,0.41,0
20210414,-0.35,0
20210415,1.04,0
20210416,0.27,0
20210419,-0.73,0
20210420,-0.94,0
20210421,1.11,0
20210422,-0.77,0
20210423,1.26,0
20210426,0.43,0
20210427,-0.03,0
20210428,-0.06,0
20210429,0.39,0
20210430,-0.83,0
20210503,0.17,0
20210504,-0.89,0
20210505,-0.05,0
20210506,0.48,0
20210507,0.84,0
20210510,-1.36,0
20210511,-0.63,0
20210512,-2.34,0
20210513,1.02,0
20210514,1.81,0
20210517,-0.24,0
20210518,-0.69,0
20210519,-0.34,0
20210520,1.15,0
20210521,-0.04,0
20210524,0.99,0
20210525,-0.3,0
20210526,0.47,0
20210527,0.28,0
20210528,0.04,0
20210601,0.03,0
20210602,0.12,0
20210603,-0.53,0
20210604,0.89,0
20210607,0.15,0
20210608,0.19,0
20210609,-0.3,0
20210610,0.4,0
20210611,0.37,0
20210614,0.15,0
20210615,-0.3,0
20210616,-0.45,0
20210617,0.01,0
20210618,-1.22,0
20210621,1.35,0
20210622,0.58,0
20210623,0.01,0
20210624,0.69,0
20210625,0.32,0
20210628,0.22,0
20210629,0,0
20210630,0.07,0
20210701,0.43,0
20210702,0.56,0
20210706,-0.28,0
20210707,0.09,0
20210708,-0.86,0
20210709,1.25,0
20210712,0.23,0
20210713,-0.56,0
20210714,-0.26,0
20210715,-0.38,0
20210716,-0.77,0
20210719,-1.42,0
20210720,1.69,0
20210721,0.95,0
20210722,0.09,0
20210723,0.98,0
20210726,0.18,0
20210727,-0.66,0
20210728,0.27,0
20210729,0.41,0
20210730,-0.65,0
20210802,-0.12,0
20210803,0.73,0
20210804,-0.39,0
20210805,0.74,0
20210806,0.09,0
20210809,0.01,0
20210810,0.06,0
20210811,0.19,0
20210812,0.24,0
20210813,0,0
20210816,-0.05,0
20210817,-0.8,0
20210818,-0.95,0
20210819,-0.15,0
20210820,0.92,0
20210823,1.08,0
20210824,0.41,0
20210825,0.26,0
20210826,-0.65,0
20210827,1.07,0
20210830,0.35,0
20210831,-0.13,0
20210901,0.11,0
20210902,0.36,0
20210903,-0.01,0
20210907,-0.36,0
20210908,-0.34,0
20210909,-0.27,0
20210910,-0.76,0
20210913,0.14,0
20210914,-0.66,0
20210915,0.88,0
20210916,-0.03,0
20210917,-0.72,0
20210920,-1.87,0
20210921,0.05,0
20210922,1,0
20210923,1.28,0
20210924,0.08,0
20210927,-0.1,0
20210928,-2.18,0
20210929,0.03,0
20210930,-1.02,0
20211001,1.1,0
20211004,-1.43,0
20211005,1.05,0
20211006,0.33,0
20211007,1.01,0
20211008,-0.27,0
20211011,-0.72,0
20211012,-0.06,0
20211013,0.43,0
20211014,1.66,0
20211015,0.63,0
20211018,0.41,0
20211019,0.71,0
20211020,0.34,0
20211021,0.37,0
20211022,-0.25,0
20211025,0.58,0
20211026,0.04,0
20211027,-0.76,0
20211028,1.14,0
20211029,0.22,0
20211101,0.51,0
20211102,0.24,0
20211103,0.8,0
20211104,0.39,0
20211105,0.38,0
20211108,0.18,0
20211109,-0.35,0
20211110,-1.07,0
20211111,0.24,0
20211112,0.74,0
20211115,-0.02,0
20211116,0.5,0
20211117,-0.47,0
20211118,0.06,0
20211119,-0.2,0
20211122,-0.61,0
20211123,-0.03,0
20211124,0.3,0
20211126,-2.23,0
20211129,1.11,0
20211130,-1.95,0
20211201,-1.61,0
20211202,1.51,0
20211203,-1.21,0
20211206,1.19,0
20211207,2.22,0
20211208,0.47,0
20211209,-1.07,0
20211210,0.7,0
20211213,-1.04,0
20211214,-0.76,0
20211215,1.62,0
20211216,-1.2,0
20211217,-0.65,0
20211220,-1.27,0
20211221,2.06,0
20211222,0.97,0
20211223,0.71,0
20211227,1.22,0
20211228,-0.27,0
20211229,0.06,0
20211230,-0.15,0
20211231,-0.31,0
20220103,0.73,0
20220104,-0.29,0
20220105,-2.28,0
20220106,0,0
20220107,-0.48,0
20220110,-0.15,0
20220111,1.1,0
20220112,0.12,0
20220113,-1.57,0
20220114,0.08,0
20220118,-2.08,0
20220119,-1.01,0
20220120,-1.14,0
20220121,-2.1,0
20220124,0.53,0
20220125,-1.43,0
20220126,-0.3,0
20220127,-0.79,0
20220128,2.45,0
20220131,2.34,0
20220201,0.87,0
20220202,0.48,0
20220203,-2.49,0
20220204,0.89,0
20220207,-0.25,0
20220208,1.02,0
20220209,1.61,0
20220210,-1.69,0
20220211,-1.92,0
20220214,-0.35,0
20220215,1.87,0
20220216,-0.02,0
20220217,-2.28,0
20220218,-0.87,0
20220222,-1.18,0
20220223,-1.96,0
20220224,1.89,0
20220225,2.23,0
20220228,0.05,0
20220301,-1.56,0
20220302,1.81,0
20220303,-0.88,0
20220304,-1.1,0
20220307,-3.12,0
20220308,-0.52,0
20220309,2.79,0
20220310,-0.47,0
20220311,-1.49,0
20220314,-1.06,0
20220315,2.15,0
20220316,2.61,0
20220317,1.43,0
20220318,1.33,0
20220321,-0.17,0
20220322,1.31,0
20220323,-1.25,0
20220324,1.42,0
20220325,0.27,0
20220328,0.73,0
20220329,1.45,0
20220330,-0.83,0
20220331,-1.55,0
20220401,0.39,0.001
20220404,0.94,0.001
20220405,-1.55,0.001
20220406,-1.24,0.001
20220407,0.33,0.001
20220408,-0.39,0.001
20220411,-1.54,0.001
20220412,-0.29,0.001
20220413,1.4,0.001
20220414,-1.28,0.001
20220418,-0.21,0.001
20220419,1.77,0.001
20220420,-0.28,0.001
20220421,-1.76,0.001
20220422,-2.74,0.001
20220425,0.71,0.001
20220426,-3,0.001
20220427,0.12,0.001
20220428,2.44,0.001
20220429,-3.53,0.001
20220502,0.8,0.001
20220503,0.41,0.001
20220504,3,0.001
20220505,-3.8,0.001
20220506,-0.85,0.001
20220509,-3.54,0.001
20220510,0.2,0.001
20220511,-1.95,0.001
20220512,0.17,0.001
20220513,2.76,0.001
20220516,-0.6,0.001
20220517,2.15,0.001
20220518,-4.04,0.001
20220519,-0.34,0.001
20220520,-0.05,0.001
20220523,1.74,0.001
20220524,-1.23,0.001
20220525,1.22,0.001
20220526,2.18,0.001
20220527,2.58,0.001
20220531,-0.71,0.001
20220601,-0.75,0.003
20220602,2.09,0.003
20220603,-1.63,0.003
20220606,0.33,0.003
20220607,0.99,0.003
20220608,-1.02,0.003
20220609,-2.44,0.003
20220610,-3,0.003
20220613,-4.13,0.003
20220614,-0.25,0.003
20220615,1.55,0.003
20220616,-3.52,0.003
20220617,0.46,0.003
20220621,2.38,0.003
20220622,-0.19,0.003
20220623,1.13,0.003
20220624,3.11,0.003
20220627,-0.28,0.003
20220628,-2.09,0.003
20220629,-0.2,0.003
20220630,-0.96,0.003
20220701,1.14,0.004
20220705,0.48,0.004
20220706,0.17,0.004
20220707,1.77,0.004
20220708,-0.07,0.004
20220711,-1.39,0.004
20220712,-0.88,0.004
20220713,-0.39,0.004
20220714,-0.41,0.004
20220715,1.95,0.004
20220718,-0.71,0.004
20220719,2.81,0.004
20220720,0.89,0.004
20220721,0.97,0.004
20220722,-1.19,0.004
20220725,0.12,0.004
20220726,-1.32,0.004
20220727,2.72,0.004
20220728,1.19,0.004
20220729,1.45,0.004
20220801,-0.19,0.008
20220802,-0.49,0.008
20220803,1.67,0.008
20220804,-0.06,0.008
20220805,-0.04,0.008
20220808,0,0.008
20220809,-0.68,0.008
20220810,2.36,0.008
20220811,-0.07,0.008
20220812,1.76,0.008
20220815,0.38,0.008
20220816,0.19,0.008
20220817,-0.93,0.008
20220818,0.27,0.008
20220819,-1.5,0.008
20220822,-2.14,0.008
20220823,-0.11,0.008
20220824,0.4,0.008
20220825,1.45,0.008
20220826,-3.37,0.008
20220829,-0.72,0.008
20220830,-1.11,0.008
20220831,-0.74,0.008
20220901,-0.01,0.009
20220902,-0.99,0.009
20220906,-0.51,0.009
20220907,1.92,0.009
20220908,0.78,0.009
20220909,1.67,0.009
20220912,1.07,0.009
20220913,-4.29,0.009
20220914,0.45,0.009
20220915,-1.03,0.009
20220916,-0.99,0.009
20220919,0.72,0.009
20220920,-1.16,0.009
20220921,-1.68,0.009
20220922,-1.14,0.009
20220923,-1.85,0.009
20220926,-1.02,0.009
20220927,-0.05,0.009
20220928,2.15,0.009
20220929,-2.17,0.009
20220930,-1.42,0.009
20221003,2.55,0.011
20221004,3.3,0.011
20221005,-0.22,0.011
20221006,-0.86,0.011
20221007,-2.91,0.011
20221010,-0.81,0.011
20221011,-0.7,0.011
20221012,-0.28,0.011
20221013,2.4,0.011
20221014,-2.46,0.011
20221017,2.74,0.011
20221018,1.19,0.011
20221019,-0.87,0.011
20221020,-0.8,0.011
20221021,2.3,0.011
20221024,1.03,0.011
20221025,1.78,0.011
20221026,-0.66,0.011
20221027,-0.54,0.011
20221028,2.32,0.011
20221031,-0.67,0.011
20221101,-0.35,0.014
20221102,-2.67,0.014
20221103,-1.03,0.014
20221104,1.16,0.014
20221107,0.87,0.014
20221108,0.5,0.014
20221109,-2.25,0.014
20221110,5.68,0.014
20221111,1.07,0.014
20221114,-0.95,0.014
20221115,1.03,0.014
20221116,-1.04,0.014
20221117,-0.42,0.014
20221118,0.4,0.014
20221121,-0.53,0.014
20221122,1.36,0.014
20221123,0.63,0.014
20221125,-0.02,0.014
20221128,-1.55,0.014
20221129,-0.18,0.014
20221130,3.12,0.014
20221201,-0.03,0.016
20221202,-0.08,0.016
20221205,-2.02,0.016
20221206,-1.51,0.016
20221207,-0.24,0.016
20221208,0.76,0.016
20221209,-0.8,0.016
20221212,1.41,0.016
20221213,0.66,0.016
20221214,-0.56,0.016
20221215,-2.57,0.016
20221216,-1.02,0.016
20221219,-1.01,0.016
20221220,0.13,0.016
20221221,1.52,0.016
20221222,-1.52,0.016
20221223,0.51,0.016
20221227,-0.51,0.016
20221228,-1.24,0.016
20221229,1.87,0.016
20221230,-0.22,0.016
20230103,-0.48,0.017
20230104,0.81,0.017
20230105,-1.14,0.017
20230106,2.21,0.017
20230109,0.04,0.017
20230110,0.8,0.017
20230111,1.26,0.017
20230112,0.46,0.017
20230113,0.46,0.017
20230117,-0.18,0.017
20230118,-1.55,0.017
20230119,-0.86,0.017
20230120,1.95,0.017
20230123,1.29,0.017
20230124,-0.16,0.017
20230125,0,0.017
20230126,1.08,0.017
20230127,0.36,0.017
20230130,-1.38,0.017
20230131,1.58,0.017
20230201,1.19,0.018
20230202,1.54,0.018
20230203,-1.08,0.018
20230206,-0.73,0.018
20230207,1.24,0.018
20230208,-1.18,0.018
20230209,-0.95,0.018
20230210,0.11,0.018
20230213,1.14,0.018
20230214,0.12,0.018
20230215,0.51,0.018
20230216,-1.37,0.018
20230217,-0.28,0.018
20230221,-2.16,0.018
20230222,-0.04,0.018
20230223,0.46,0.018
20230224,-1.09,0.018
20230227,0.31,0.018
20230228,-0.26,0.018
20230301,-0.42,0.016
20230302,0.67,0.016
20230303,1.61,0.016
20230306,-0.13,0.016
20230307,-1.45,0.016
20230308,0.08,0.016
20230309,-2.02,0.016
20230310,-1.68,0.016
20230313,-0.34,0.016
20230314,1.71,0.016
20230315,-0.79,0.016
20230316,1.76,0.016
20230317,-1.21,0.016
20230320,0.84,0.016
20230321,1.49,0.016
20230322,-1.74,0.016
20230323,0.21,0.016
20230324,0.46,0.016
20230327,0.27,0.016
20230328,-0.17,0.016
20230329,1.39,0.016
20230330,0.5,0.016
20230331,1.53,0.016
20230403,0.28,0.018
20230404,-0.72,0.018
20230405,-0.4,0.018
20230406,0.34,0.018
20230410,0.2,0.018
20230411,0.06,0.018
20230412,-0.51,0.018
20230413,1.39,0.018
20230414,-0.23,0.018
20230417,0.33,0.018
20230418,0.04,0.018
20230419,-0.04,0.018
20230420,-0.61,0.018
20230421,0.08,0.018
20230424,0,0.018
20230425,-1.76,0.018
20230426,-0.41,0.018
20230427,1.85,0.018
20230428,0.77,0.018
20230501,-0.02,0.016
20230502,-1.28,0.016
20230503,-0.56,0.016
20230504,-0.78,0.016
20230505,1.9,0.016
20230508,0.08,0.016
20230509,-0.43,0.016
20230510,0.43,0.016
20230511,-0.21,0.016
20230512,-0.22,0.016
20230515,0.47,0.016
20230516,-0.72,0.016
20230517,1.32,0.016
20230518,0.99,0.016
20230519,-0.26,0.016
20230522,0.17,0.016
