time,Mkt-RF,RF
20230523,-1.09,0.016
20230524,-0.72,0.016
20230525,0.64,0.016
20230526,1.32,0.016
20230530,-0.01,0.016
20230531,-0.6,0.016
20230601,1.02,0.019
20230602,1.62,0.019
20230605,-0.26,0.019
20230606,0.47,0.019
20230607,-0.36,0.019
20230608,0.59,0.019
20230609,0.03,0.019
20230612,0.94,0.019
20230613,0.74,0.019
20230614,-0.04,0.019
20230615,1.22,0.019
20230616,-0.45,0.019
20230620,-0.49,0.019
20230621,-0.56,0.019
20230622,0.32,0.019
20230623,-0.84,0.019
20230626,-0.48,0.019
20230627,1.21,0.019
20230628,0.04,0.019
20230629,0.44,0.019
20230630,1.14,0.019
20230703,0.15,0.022
20230705,-0.29,0.022
20230706,-0.95,0.022
20230707,-0.12,0.022
20230710,0.37,0.022
20230711,0.76,0.022
20230712,0.74,0.022
20230713,0.9,0.022
20230714,-0.25,0.022
20230717,0.49,0.022
20230718,0.78,0.022
20230719,0.25,0.022
20230720,-0.81,0.022
20230721,-0.05,0.022
20230724,0.31,0.022
20230725,0.25,0.022
20230726,0.02,0.022
20230727,-0.75,0.022
20230728,1.14,0.022
20230731,0.26,0.022
20230801,-0.35,0.02
20230802,-1.49,0.02
20230803,-0.19,0.02
20230804,-0.49,0.02
20230807,0.77,0.02
20230808,-0.47,0.02
20230809,-0.78,0.02
20230810,0.01,0.02
20230811,-0.11,0.02
20230814,0.51,0.02
20230815,-1.18,0.02
20230816,-0.81,0.02
20230817,-0.87,0.02
20230818,0.04,0.02
20230821,0.64,0.02
20230822,-0.32,0.02
20230823,1.08,0.02
20230824,-1.43,0.02
20230825,0.65,0.02
20230828,0.63,0.02
20230829,1.5,0.02
20230830,0.41,0.02
20230831,-0.08,0.02
20230901,0.26,0.021
20230905,-0.54,0.021
20230906,-0.71,0.021
20230907,-0.4,0.021
20230908,0.12,0.021
20230911,0.66,0.021
20230912,-0.59,0.021
20230913,0.03,0.021
20230914,0.84,0.021
20230915,-1.21,0.021
20230918,-0.04,0.021
20230919,-0.27,0.021
20230920,-0.95,0.021
20230921,-1.69,0.021
20230922,-0.25,0.021
20230925,0.39,0.021
20230926,-1.46,0.021
20230927,0.13,0.021
20230928,0.65,0.021
20230929,-0.27,0.021
20231002,-0.14,0.021
20231003,-1.5,0.021
20231004,0.77,0.021
20231005,-0.15,0.021
20231006,1.21,0.021
20231009,0.59,0.021
20231010,0.61,0.021
20231011,0.32,0.021
20231012,-0.81,0.021
20231013,-0.59,0.021
20231016,1.14,0.021
20231017,0.09,0.021
20231018,-1.47,0.021
20231019,-0.92,0.021
20231020,-1.32,0.021
20231023,-0.23,0.021
20231024,0.71,0.021
20231025,-1.58,0.021
20231026,-1.15,0.021
20231027,-0.53,0.021
20231030,1.15,0.021
20231031,0.63,0.021
20231101,0.93,0.021
20231102,1.95,0.021
20231103,1.1,0.021
20231106,0.01,0.021
20231107,0.35,0.021
20231108,-0.04,0.021
20231109,-0.89,0.021
20231110,1.49,0.021
20231113,-0.05,0.021
20231114,2.18,0.021
20231115,0.18,0.021
20231116,-0.11,0.021
20231117,0.25,0.021
20231120,0.73,0.021
20231121,-0.32,0.021
20231122,0.42,0.021
20231124,0.11,0.021
20231127,-0.23,0.021
20231128,0.06,0.021
20231129,0.01,0.021
20231130,0.35,0.021
20231201,0.82,0.021
20231204,-0.44,0.021
20231205,-0.21,0.021
20231206,-0.39,0.021
20231207,0.81,0.021
20231208,0.45,0.021
20231211,0.35,0.021
20231212,0.34,0.021
20231213,1.55,0.021
20231214,0.51,0.021
20231215,-0.06,0.021
20231218,0.42,0.021
20231219,0.72,0.021
20231220,-1.56,0.021
20231221,1.09,0.021
20231222,0.2,0.021
20231226,0.48,0.021
20231227,0.16,0.021
20231228,-0.01,0.021
20231229,-0.43,0.021
20240102,-0.7,0.022
20240103,-1.01,0.022
20240104,-0.33,0.022
20240105,0.15,0.022
20240108,1.49,0.022
20240109,-0.21,0.022
20240110,0.5,0.022
20240111,-0.14,0.022
20240112,-0.01,0.022
20240116,-0.47,0.022
20240117,-0.59,0.022
20240118,0.87,0.022
20240119,1.19,0.022
20240122,0.39,0.022
20240123,0.22,0.022
20240124,-0.01,0.022
20240125,0.46,0.022
20240126,-0.02,0.022
20240129,0.86,0.022
20240130,-0.13,0.022
20240131,-1.74,0.022
20240201,1.23,0.021
20240202,0.99,0.021
20240205,-0.42,0.021
20240206,0.27,0.021
20240207,0.77,0.021
20240208,0.21,0.021
20240209,0.65,0.021
20240212,0.05,0.021
20240213,-1.6,0.021
20240214,1.14,0.021
20240215,0.67,0.021
20240216,-0.53,0.021
20240220,-0.74,0.021
20240221,-0.03,0.021
20240222,2.02,0.021
20240223,0.02,0.021
20240226,-0.25,0.021
20240227,0.27,0.021
20240228,-0.26,0.021
20240229,0.54,0.021
20240301,0.76,0.021
20240304,-0.18,0.021
20240305,-1.08,0.021
20240306,0.53,0.021
20240307,1.02,0.021
20240308,-0.66,0.021
20240311,-0.21,0.021
20240312,1.04,0.021
20240313,-0.14,0.021
20240314,-0.43,0.021
20240315,-0.59,0.021
20240318,0.53,0.021
20240319,0.54,0.021
20240320,1.03,0.021
20240321,0.42,0.021
20240322,-0.23,0.021
20240325,-0.26,0.021
20240326,-0.26,0.021
20240327,0.88,0.021
20240328,0.1,0.021
20240401,-0.27,0.021
20240402,-0.85,0.021
20240403,0.16,0.021
20240404,-1.23,0.021
20240405,1.05,0.021
20240408,0.01,0.021
20240409,0.14,0.021
20240410,-1.01,0.021
20240411,0.72,0.021
20240412,-1.53,0.021
20240415,-1.29,0.021
20240416,-0.23,0.021
20240417,-0.64,0.021
20240418,-0.27,0.021
20240419,-0.82,0.021
20240422,0.87,0.021
20240423,1.27,0.021
20240424,-0.01,0.021
20240425,-0.48,0.021
20240426,1.04,0.021
20240429,0.34,0.021
20240430,-1.67,0.021
20240501,-0.27,0.02
20240502,1.01,0.02
20240503,1.19,0.02
20240506,1.09,0.02
20240507,0.05,0.02
20240508,-0.09,0.02
20240509,0.52,0.02
20240510,0.08,0.02
20240513,-0.04,0.02
20240514,0.57,0.02
20240515,1.15,0.02
20240516,-0.25,0.02
20240517,0.11,0.02
20240520,0.14,0.02
20240521,0.15,0.02
20240522,-0.35,0.02
20240523,-0.85,0.02
20240524,0.72,0.02
20240528,-0.04,0.02
20240529,-0.77,0.02
20240530,-0.52,0.02
20240531,0.68,0.02
20240603,0.04,0.022
20240604,-0.06,0.022
20240605,1.23,0.022
20240606,-0.06,0.022
20240607,-0.23,0.022
20240610,0.28,0.022
20240611,0.2,0.022
20240612,0.94,0.022
20240613,0.04,0.022
20240614,-0.17,0.022
20240617,0.78,0.022
20240618,0.2,0.022
20240620,-0.31,0.022
20240621,-0.13,0.022
20240624,-0.25,0.022
20240625,0.31,0.022
20240626,0.16,0.022
20240627,0.14,0.022
20240628,-0.35,0.022
20240701,0.22,0.021
20240702,0.57,0.021
20240703,0.48,0.021
20240705,0.48,0.021
20240708,0.1,0.021
20240709,0,0.021
20240710,0.97,0.021
20240711,-0.59,0.021
20240712,0.58,0.021
20240715,0.38,0.021
20240716,0.83,0.021
20240717,-1.5,0.021
20240718,-0.95,0.021
20240719,-0.68,0.021
20240722,1.08,0.021
20240723,-0.05,0.021
20240724,-2.37,0.021
20240725,-0.33,0.021
20240726,1.1,0.021
20240729,-0.04,0.021
20240730,-0.53,0.021
20240731,1.53,0.021
20240801,-1.61,0.022
20240802,-2.12,0.022
20240805,-3.02,0.022
20240806,1,0.022
20240807,-0.83,0.022
20240808,2.39,0.022
20240809,0.43,0.022
20240812,-0.08,0.022
20240813,1.69,0.022
20240814,0.3,0.022
20240815,1.78,0.022
20240816,0.21,0.022
20240819,0.98,0.022
20240820,-0.32,0.022
20240821,0.52,0.022
20240822,-0.96,0.022
20240823,1.29,0.022
20240826,-0.34,0.022
20240827,0.06,0.022
20240828,-0.67,0.022
20240829,0.08,0.022
20240830,0.98,0.022
,,
Copyright 2024 Eugene F. Fama and Kenneth R. French,,
